tweet_id,likes,retweets
748324050481647620,3429,683
748307329658011649,3426,649
748220828303695873,13074,7065
747963614829678593,5344,1942
747933425676525569,6151,2334
747885874273214464,2712,872
747844099428986880,2608,671
747816857231626240,4484,1051
747648653817413632,11894,5291
747600769478692864,2156,519
747594051852075008,3396,940
747512671126323200,5094,1469
747461612269887489,3566,934
747439450712596480,5011,1743
747242308580548608,0,2612
747219827526344708,4862,1430
747204161125646336,3111,825
747103485104099331,8831,3603
746906459439529985,2709,267
746872823977771008,5534,1922
746818907684614144,4927,1587
746790600704425984,4506,1454
746757706116112384,8783,3538
746726898085036033,5599,1627
746542875601690625,4665,1735
746521445350707200,0,893
746507379341139972,4324,985
746369468511756288,5732,1478
746131877086527488,6353,1982
746056683365994496,3303,734
745789745784041472,3641,959
745712589599014916,6454,2111
745433870967832576,6501,2297
745422732645535745,7909,2185
745314880350101504,6571,2461
745074613265149952,7228,3160
745057283344719872,6725,2040
744995568523612160,2725,564
744971049620602880,7253,2425
744709971296780288,5198,1425
744334592493166593,6309,1919
744234799360020481,143725,70074
744223424764059648,1526,323
743980027717509120,3873,996
743895849529389061,3387,873
743835915802583040,0,1854
743609206067040256,4137,1259
743595368194129920,16846,5913
743545585370791937,3261,855
743510151680958465,7371,3400
743253157753532416,3913,1112
743222593470234624,5709,1724
743210557239623680,3545,1231
742534281772302336,6522,3263
742528092657332225,4080,1785
742465774154047488,6704,3575
742423170473463808,9036,3395
742385895052087300,6257,1764
742161199639494656,3983,1239
742150209887731712,4682,1389
741793263812808706,4205,1381
741743634094141440,7513,2478
741438259667034112,3394,740
741303864243200000,8083,2901
741099773336379392,9160,4984
741067306818797568,8809,2792
740995100998766593,5787,2449
740711788199743490,3131,855
740699697422163968,2641,703
740676976021798912,16723,6164
740373189193256964,32355,12061
740365076218183684,2230,384
740359016048689152,3033,792
740214038584557568,6144,1775
739979191639244800,18399,5350
739932936087216128,3731,978
739844404073074688,3505,783
739623569819336705,3480,1232
739606147276148736,4957,1484
739544079319588864,36247,19127
739485634323156992,6562,2625
739238157791694849,106435,52459
738891149612572673,89,6
738885046782832640,3494,1040
738883359779196928,3024,715
738537504001953792,4674,1385
738402415918125056,2993,737
738184450748633089,3947,1102
738166403467907072,8022,3016
738156290900254721,2266,578
737826014890496000,4802,1596
737800304142471168,9203,3154
737678689543020544,4613,1189
737445876994609152,9387,4032
737322739594330112,3309,726
737310737551491075,13428,6701
736736130620620800,3858,1532
736392552031657984,16236,6613
736365877722001409,3643,1105
736225175608430592,7456,2526
736010884653420544,7208,2685
735991953473572864,3281,1030
735648611367784448,3717,1004
735635087207878657,5631,2128
735274964362878976,11987,4514
735256018284875776,3050,801
735137028879360001,2867,874
734912297295085568,2530,471
734787690684657664,11489,5725
734776360183431168,2311,485
734559631394082816,1371,352
733828123016450049,3285,713
733822306246479872,3376,919
733482008106668032,2869,849
733460102733135873,3846,1133
733109485275860992,49027,15413
732732193018155009,2217,479
732726085725589504,3280,790
732585889486888962,3339,711
732375214819057664,7394,2270
732005617171337216,13612,4847
731285275100512256,3203,897
731156023742988288,3529,1138
730924654643314689,5614,1777
730573383004487680,4438,1904
730427201120833536,3186,937
730211855403241472,3472,953
730196704625098752,4411,1696
729854734790754305,3698,1007
729838605770891264,1595,338
